"Transfer ID","TitleID","Title","Transfer Type","Relevant Task","Donor Surface","Surface Type","Donor Surface Contamination","Surface Loading Cat","SurfLoadBIo","SurfLoadSolLiq","Contamination  Units","Time Since Application","TimeSinceAppCat","TimeSinceAppBIO","TimeSinceAppLiq","Receiver","Contact Surface Area","Applied Contact Pressure","Type of Contact","Duration of Contact","Number of Contacts","Number of contacts Cat","Moistness of hand","MoistCat","Efficiency type","Substance ID","Number of Observations","Transfer Efficiency","Range of Efficiencies","Standard Deviation","Transfer Efficiency Source","Notes"
257,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",1,"None","Thumb","Skin",7e-04,"0.0002 - 0.002 mg/cm2",NA,"0.0002 - 0.002 mg/cm2","mg/cm2",NA,NA,NA,NA,"Mouth",NA,NA,NA,20,1,"1",NA,NA,1,40,3,-3,NA,11,1,"Authors reported that thumb sucking was difficult to standardise and the methods used to characterise removal require further development and verification"
258,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",1,"None","Thumb","Skin",5e-04,"0.0002 - 0.002 mg/cm2",NA,"0.0002 - 0.002 mg/cm2","mg/cm2",NA,NA,NA,NA,"Mouth",NA,NA,NA,20,1,"1",NA,NA,1,40,3,24,NA,42,1,"Authors reported that thumb sucking was difficult to standardise and the methods used to characterise removal require further development and verification"
259,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",1,"None","Thumb","Skin",3e-04,"0.0002 - 0.002 mg/cm2",NA,"0.0002 - 0.002 mg/cm2","mg/cm2",NA,NA,NA,NA,"Mouth",NA,NA,NA,20,1,"1",NA,NA,1,40,3,34,NA,30,1,"Authors reported that thumb sucking was difficult to standardise and the methods used to characterise removal require further development and verification"
260,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",1,"None","Thumb","Skin",9e-04,"0.0002 - 0.002 mg/cm2",NA,"0.0002 - 0.002 mg/cm2","mg/cm2",NA,NA,NA,NA,"Mouth",NA,NA,NA,20,1,"1",NA,NA,1,40,3,-14,NA,1,1,"Authors reported that thumb sucking was difficult to standardise and the methods used to characterise removal require further development and verification"
261,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",1,"None","Thumb","Skin",9e-04,"0.0002 - 0.002 mg/cm2",NA,"0.0002 - 0.002 mg/cm2","mg/cm2",NA,NA,NA,NA,"Mouth",NA,NA,NA,20,1,"1",NA,NA,1,40,3,-6,NA,5.2,1,"Authors reported that thumb sucking was difficult to standardise and the methods used to characterise removal require further development and verification"
333,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,1,"1","Dry","Dry",1,40,3,3,NA,2.7,1,"mass on hand is divided by total surface area contacted. Surfaces, Surface Concentration,Contact Surface Area, Pressure, and Duration of Contact were varied"
334,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,2,"2 - 6","Dry","Dry",1,40,3,2.8,NA,2.5,1,"mass on hand is divided by total surface area contacted. Surfaces, Surface Concentration,Contact Surface Area, Pressure, and Duration of Contact were varied"
335,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,3,"2 - 6","Dry","Dry",1,40,3,2.5,NA,2.9,1,"mass on hand is divided by total surface area contacted. Surfaces, Surface Concentration,Contact Surface Area, Pressure, and Duration of Contact were varied"
336,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,4,"2 - 6","Dry","Dry",1,40,3,2.1,NA,2.4,1,"mass on hand is divided by total surface area contacted. Surfaces, Surface Concentration,Contact Surface Area, Pressure, and Duration of Contact were varied"
337,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,5,"2 - 6","Dry","Dry",1,40,3,1.6,NA,0.8,1,"mass on hand is divided by total surface area contacted. Surfaces, Surface Concentration,Contact Surface Area, Pressure, and Duration of Contact were varied"
338,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,1,"1","Moist","Wet",1,40,3,7.1,NA,6.1,1,"mass on hand is divided by total surface area contacted. Surfaces, Surface Concentration,Contact Surface Area, Pressure, and Duration of Contact were varied"
339,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,2,"2 - 6","Moist","Wet",1,40,3,7.4,NA,5.2,1,"mass on hand is divided by total surface area contacted. Surfaces, Surface Concentration,Contact Surface Area, Pressure, and Duration of Contact were varied"
340,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,3,"2 - 6","Moist","Wet",1,40,3,6.2,NA,4.7,1,"mass on hand is divided by total surface area contacted. Surfaces, Surface Concentration,Contact Surface Area, Pressure, and Duration of Contact were varied"
341,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,4,"2 - 6","Moist","Wet",1,40,3,5.3,NA,4,1,"mass on hand is divided by total surface area contacted. Surfaces, Surface Concentration,Contact Surface Area, Pressure, and Duration of Contact were varied"
342,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,5,"2 - 6","Moist","Wet",1,40,3,4.2,NA,3.4,1,"mass on hand is divided by total surface area contacted. Surfaces, Surface Concentration,Contact Surface Area, Pressure, and Duration of Contact were varied"
343,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,1,"1","Sticky","Wet",1,40,3,14,NA,18,1,"mass on hand is divided by total surface area contacted. Surfaces, Surface Concentration,Contact Surface Area, Pressure, and Duration of Contact were varied"
344,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,2,"2 - 6","Sticky","Wet",1,40,3,11.1,NA,9.7,1,"mass on hand is divided by total surface area contacted. Surfaces, Surface Concentration,Contact Surface Area, Pressure, and Duration of Contact were varied"
345,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,3,"2 - 6","Sticky","Wet",1,40,3,9.7,NA,7.6,1,"mass on hand is divided by total surface area contacted. Surfaces, Surface Concentration,Contact Surface Area, Pressure, and Duration of Contact were varied"
346,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,4,"2 - 6","Sticky","Wet",1,40,3,7.9,NA,7,1,"mass on hand is divided by total surface area contacted. Surfaces, Surface Concentration,Contact Surface Area, Pressure, and Duration of Contact were varied"
347,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,5,"2 - 6","Sticky","Wet",1,40,3,8.2,NA,6.9,1,"mass on hand is divided by total surface area contacted. Surfaces, Surface Concentration,Contact Surface Area, Pressure, and Duration of Contact were varied"
348,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,1,"1","Variable",NA,1,40,3,6.4,NA,7,1,"mass on hand is divided by total surface area contacted. Surface Concentration,Contact Surface Area, Pressure,Hand moisture, and Duration of Contact were varied"
349,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,2,"2 - 6","Variable",NA,1,40,3,7.2,NA,7.6,1,"mass on hand is divided by total surface area contacted. Surface Concentration,Contact Surface Area, Pressure,Hand moisture, and Duration of Contact were varied"
350,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,3,"2 - 6","Variable",NA,1,40,3,6.1,NA,6.3,1,"mass on hand is divided by total surface area contacted. Surface Concentration,Contact Surface Area, Pressure,Hand moisture, and Duration of Contact were varied"
351,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,4,"2 - 6","Variable",NA,1,40,3,5,NA,5.7,1,"mass on hand is divided by total surface area contacted. Surface Concentration,Contact Surface Area, Pressure,Hand moisture, and Duration of Contact were varied"
352,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,5,"2 - 6","Variable",NA,1,40,3,4.6,NA,5.3,1,"mass on hand is divided by total surface area contacted. Surface Concentration,Contact Surface Area, Pressure,Hand moisture, and Duration of Contact were varied"
353,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Laminate","Smooth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,1,"1","Variable",NA,1,40,3,10,NA,16,1,"mass on hand is divided by total surface area contacted. Surface Concentration,Contact Surface Area, Pressure,Hand moisture, and Duration of Contact were varied"
354,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Laminate","Smooth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,2,"2 - 6","Variable",NA,1,40,3,6.9,NA,7.1,1,"mass on hand is divided by total surface area contacted. Surface Concentration,Contact Surface Area, Pressure,Hand moisture, and Duration of Contact were varied"
355,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Laminate","Smooth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,3,"2 - 6","Variable",NA,1,40,3,6.2,NA,6,1,"mass on hand is divided by total surface area contacted. Surface Concentration,Contact Surface Area, Pressure,Hand moisture, and Duration of Contact were varied"
356,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Laminate","Smooth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,4,"2 - 6","Variable",NA,1,40,3,5.4,NA,5.4,1,"mass on hand is divided by total surface area contacted. Surface Concentration,Contact Surface Area, Pressure,Hand moisture, and Duration of Contact were varied"
357,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Laminate","Smooth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand",NA,NA,NA,NA,5,"2 - 6","Variable",NA,1,40,3,4.6,NA,5.1,1,"mass on hand is divided by total surface area contacted. Surface Concentration,Contact Surface Area, Pressure,Hand moisture, and Duration of Contact were varied"
358,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",0.01,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",NA,NA,NA,NA,"Hand",NA,NA,NA,NA,1,"1","Variable",NA,1,40,3,3.9,NA,4,1,"mass on hand is divided by total surface area contacted. Surface,Contact Surface Area, Pressure, Hand moisture, and Duration of Contact were varied"
359,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",0.01,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",NA,NA,NA,NA,"Hand",NA,NA,NA,NA,2,"2 - 6","Variable",NA,1,40,3,3.8,NA,3.1,1,"mass on hand is divided by total surface area contacted. Surface,Contact Surface Area, Pressure, Hand moisture, and Duration of Contact were varied"
360,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",0.01,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",NA,NA,NA,NA,"Hand",NA,NA,NA,NA,3,"2 - 6","Variable",NA,1,40,3,3.1,NA,2.2,1,"mass on hand is divided by total surface area contacted. Surface,Contact Surface Area, Pressure, Hand moisture, and Duration of Contact were varied"
361,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",0.01,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",NA,NA,NA,NA,"Hand",NA,NA,NA,NA,4,"2 - 6","Variable",NA,1,40,3,2.5,NA,1.7,1,"mass on hand is divided by total surface area contacted. Surface,Contact Surface Area, Pressure, Hand moisture, and Duration of Contact were varied"
362,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",0.01,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",NA,NA,NA,NA,"Hand",NA,NA,NA,NA,5,"2 - 6","Variable",NA,1,40,3,1.8,NA,1,1,"mass on hand is divided by total surface area contacted. Surface,Contact Surface Area, Pressure, Hand moisture, and Duration of Contact were varied"
363,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",0.002,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",NA,NA,NA,NA,"Hand",NA,NA,NA,NA,1,"1","Variable",NA,1,40,3,13,NA,16,1,"mass on hand is divided by total surface area contacted. Surface,Contact Surface Area, Pressure, Hand moisture, and Duration of Contact were varied"
364,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",0.002,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",NA,NA,NA,NA,"Hand",NA,NA,NA,NA,2,"2 - 6","Variable",NA,1,40,3,10,NA,8.8,1,"mass on hand is divided by total surface area contacted. Surface,Contact Surface Area, Pressure, Hand moisture, and Duration of Contact were varied"
365,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",0.002,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",NA,NA,NA,NA,"Hand",NA,NA,NA,NA,3,"2 - 6","Variable",NA,1,40,3,9.3,NA,7.2,1,"mass on hand is divided by total surface area contacted. Surface,Contact Surface Area, Pressure, Hand moisture, and Duration of Contact were varied"
366,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",0.002,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",NA,NA,NA,NA,"Hand",NA,NA,NA,NA,4,"2 - 6","Variable",NA,1,40,3,8.2,NA,6.6,1,"mass on hand is divided by total surface area contacted. Surface,Contact Surface Area, Pressure, Hand moisture, and Duration of Contact were varied"
367,2,"Characterizing residue transfer efficiencies using a fluorescent imaging technique",2,"None","Various","Various",0.002,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",NA,NA,NA,NA,"Hand",NA,NA,NA,NA,5,"2 - 6","Variable",NA,1,40,3,7.1,NA,6,1,"mass on hand is divided by total surface area contacted. Surface,Contact Surface Area, Pressure, Hand moisture, and Duration of Contact were varied"
369,19,"Transfer of bacteria between biomaterials surfaces in the operating room - An experimental study",4,"Medical Operation","Latex Glove","Smooth",770,"440 - 1000","440 - 1000 CFU/cm2",NA,"CFU/cm2",0,"0 - 60","0 - 60 minutes",NA,"Polyester Theatre Gown",NA,14.2,1,10,1,"1",NA,NA,1,41,3,45,NA,6,1,"Bacterial suspension still moist on donor surface"
370,19,"Transfer of bacteria between biomaterials surfaces in the operating room - An experimental study",4,"Medical Operation","Latex Glove","Smooth",770,"440 - 1000","440 - 1000 CFU/cm2",NA,"CFU/cm2",0,"0 - 60","0 - 60 minutes",NA,"Polyester Theatre Gown",NA,14.2,2,10,1,"1",NA,NA,1,41,3,80,NA,16,1,"Bacterial suspension still moist on donor surface"
371,19,"Transfer of bacteria between biomaterials surfaces in the operating room - An experimental study",4,"Medical Operation","Latex Glove","Smooth",490,"440 - 1000","440 - 1000 CFU/cm2",NA,"CFU/cm2",0,"0 - 60","0 - 60 minutes",NA,"Polyester Theatre Gown",NA,14.2,1,10,1,"1",NA,NA,1,10,3,40,NA,9,1,"Bacterial suspension still moist on donor surface"
372,19,"Transfer of bacteria between biomaterials surfaces in the operating room - An experimental study",4,"Medical Operation","Latex Glove","Smooth",490,"440 - 1000","440 - 1000 CFU/cm2",NA,"CFU/cm2",0,"0 - 60","0 - 60 minutes",NA,"Polyester Theatre Gown",NA,14.2,2,10,1,"1",NA,NA,1,10,3,66,NA,7,1,"Bacterial suspension still moist on donor surface"
373,19,"Transfer of bacteria between biomaterials surfaces in the operating room - An experimental study",4,"Medical Operation","Latex Glove","Smooth",440,"440 - 1000","440 - 1000 CFU/cm2",NA,"CFU/cm2",0,"0 - 60","0 - 60 minutes",NA,"Polyester Theatre Gown",NA,14.2,1,10,1,"1",NA,NA,1,42,3,39,NA,11,1,"Bacterial suspension still moist on donor surface"
374,19,"Transfer of bacteria between biomaterials surfaces in the operating room - An experimental study",4,"Medical Operation","Latex Glove","Smooth",440,"440 - 1000","440 - 1000 CFU/cm2",NA,"CFU/cm2",0,"0 - 60","0 - 60 minutes",NA,"Polyester Theatre Gown",NA,14.2,2,10,1,"1",NA,NA,1,42,3,50,NA,9,1,"Bacterial suspension still moist on donor surface"
375,19,"Transfer of bacteria between biomaterials surfaces in the operating room - An experimental study",3,"Medical Operation","Stainless Steel Drill","Smooth",420,"29 - 440","29 - 440 CFU/cm2",NA,"CFU/cm2",0,"0 - 60","0 - 60 minutes",NA,"Latex Glove",NA,14.2,1,10,1,"1",NA,NA,1,41,3,47,NA,8,1,"Bacterial suspension still moist on donor surface"
376,19,"Transfer of bacteria between biomaterials surfaces in the operating room - An experimental study",3,"Medical Operation","Stainless Steel Drill","Smooth",420,"29 - 440","29 - 440 CFU/cm2",NA,"CFU/cm2",0,"0 - 60","0 - 60 minutes",NA,"Latex Glove",NA,14.2,2,10,1,"1",NA,NA,1,41,3,70,NA,16,1,"Bacterial suspension still moist on donor surface"
377,19,"Transfer of bacteria between biomaterials surfaces in the operating room - An experimental study",3,"Medical Operation","Stainless Steel Drill","Smooth",780,"440 - 1000","440 - 1000 CFU/cm2",NA,"CFU/cm2",0,"0 - 60","0 - 60 minutes",NA,"Latex Glove",NA,14.2,1,10,1,"1",NA,NA,1,10,3,24,NA,8,1,"Bacterial suspension still moist on donor surface"
378,19,"Transfer of bacteria between biomaterials surfaces in the operating room - An experimental study",3,"Medical Operation","Stainless Steel Drill","Smooth",780,"440 - 1000","440 - 1000 CFU/cm2",NA,"CFU/cm2",0,"0 - 60","0 - 60 minutes",NA,"Latex Glove",NA,14.2,2,10,1,"1",NA,NA,1,10,3,48,NA,10,1,"Bacterial suspension still moist on donor surface"
379,19,"Transfer of bacteria between biomaterials surfaces in the operating room - An experimental study",3,"Medical Operation","Stainless Steel Drill","Smooth",750,"440 - 1000","440 - 1000 CFU/cm2",NA,"CFU/cm2",0,"0 - 60","0 - 60 minutes",NA,"Latex Glove",NA,14.2,1,10,1,"1",NA,NA,1,42,3,56,NA,9,1,"Bacterial suspension still moist on donor surface"
